2025-07-10 17:37:07,959 INFO: 
------------------------ neosr ------------------------
Pytorch Version: 2.5.1+cu124. Running on gpu NVIDIA L4, with driver 535.247.01.
2025-07-10 17:37:09,050 INFO: Dataset [paired] is built.
2025-07-10 17:37:09,050 INFO: Training informations:
-------- Starting model: train_plksr_tiny_4x
-------- GPUs detected: 1
-------- Patch size: 32
-------- Dataset size: 1365
-------- Batch size per gpu: 4
-------- Accumulated batches: 4
-------- Required iters per epoch: 342
-------- Total epochs 1316 for total iters 450000.
2025-07-10 17:37:09,138 INFO: Dataset [paired] is built.
2025-07-10 17:37:09,138 INFO: Number of val images/folders: 162
2025-07-10 17:37:09,412 INFO: Using network [plksr].
2025-07-10 17:37:09,584 INFO: Using network [metagan].
2025-07-10 17:37:09,635 INFO: Loading plksr model from /teamspace/studios/this_studio/neosr/experiments/train_plksr_tiny_4x/models/net_g_75000.pth, with param key: [params].
2025-07-10 17:37:09,874 INFO: Loading metagan model from /teamspace/studios/this_studio/neosr/experiments/train_plksr_tiny_4x/models/net_d_75000.pth, with param key: [params].
2025-07-10 17:37:10,036 INFO: Using exponential-moving average.
2025-07-10 17:37:10,284 INFO: Loss [mssim_loss] enabled.
2025-07-10 17:37:10,284 INFO: Loss [gan_loss] enabled.
2025-07-10 17:37:10,285 INFO: Loss [wavelet-guided] enabled.
2025-07-10 17:37:10,285 INFO: Using model [image].
2025-07-10 17:37:10,442 INFO: [1;32mResuming training from epoch: 218, iter: 75000[0m
2025-07-10 17:37:19,828 INFO: AMP enabled with BF16.
2025-07-10 17:37:19,829 INFO: [1;32mStart training from epoch: 218, iter: 75000[0m
2025-07-10 17:47:11,881 INFO: [ epoch: 221 ] [ iter: 76,200 ] [ performance: 2.334 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 4:05:03 ] [ l_g_mssim: 2.1422e-03 ] [ l_g_gan: 4.8574e+00 ] [ l_g_total: 4.8596e+00 ] [ l_d_real: 2.7009e-05 ] [ out_d_real: 1.3000e+01 ] [ l_d_fake: 1.7881e-07 ] [ out_d_fake: -1.6250e+01 ] [ l_d_total: 1.3594e-05 ] 
2025-07-10 17:47:48,029 INFO: [ epoch: 221 ] [ iter: 76,300 ] [ performance: 2.754 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 2:57:01 ] [ l_g_mssim: 8.5639e-04 ] [ l_g_gan: 5.2641e+00 ] [ l_g_total: 5.2649e+00 ] [ l_d_real: 2.0688e-05 ] [ out_d_real: 1.1188e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.7500e+01 ] [ l_d_total: 1.0344e-05 ] 
2025-07-10 17:48:29,443 INFO: [ epoch: 222 ] [ iter: 76,400 ] [ performance: 2.568 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 2:22:04 ] [ l_g_mssim: 5.7826e-04 ] [ l_g_gan: 6.1172e+00 ] [ l_g_total: 6.1178e+00 ] [ l_d_real: 3.7250e-08 ] [ out_d_real: 1.7625e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.0375e+01 ] [ l_d_total: 1.8625e-08 ] 
2025-07-10 17:49:09,586 INFO: [ epoch: 222 ] [ iter: 76,500 ] [ performance: 2.487 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 1:46:25 ] [ l_g_mssim: 1.2900e-03 ] [ l_g_gan: 6.2648e+00 ] [ l_g_total: 6.2661e+00 ] [ l_d_real: 4.0170e-05 ] [ out_d_real: 1.5188e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.0875e+01 ] [ l_d_total: 2.0085e-05 ] 
2025-07-10 17:49:49,145 INFO: [ epoch: 222 ] [ iter: 76,600 ] [ performance: 2.508 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 1:12:52 ] [ l_g_mssim: 5.3668e-04 ] [ l_g_gan: 6.7172e+00 ] [ l_g_total: 6.7177e+00 ] [ l_d_real: 6.1003e-09 ] [ out_d_real: 1.9375e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.2375e+01 ] [ l_d_total: 3.0502e-09 ] 
2025-07-10 17:50:23,636 INFO: [ epoch: 222 ] [ iter: 76,700 ] [ performance: 2.956 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 0:24:37 ] [ l_g_mssim: 9.4501e-04 ] [ l_g_gan: 7.0945e+00 ] [ l_g_total: 7.0955e+00 ] [ l_d_real: 8.6974e-08 ] [ out_d_real: 1.8375e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.3625e+01 ] [ l_d_total: 4.3487e-08 ] 
2025-07-10 17:51:11,585 INFO: [ epoch: 223 ] [ iter: 76,800 ] [ performance: 2.428 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 0:28:12 ] [ l_g_mssim: 2.7019e-03 ] [ l_g_gan: 2.8067e+00 ] [ l_g_total: 2.8094e+00 ] [ l_d_real: 2.8822e-04 ] [ out_d_real: 8.8125e+00 ] [ l_d_fake: 1.1563e-04 ] [ out_d_fake: -9.3750e+00 ] [ l_d_total: 2.0193e-04 ] 
2025-07-10 17:51:50,452 INFO: [ epoch: 223 ] [ iter: 76,900 ] [ performance: 2.592 it/s ] [ lr: 1.00e-05 ] [ eta: 2 days, 0:01:36 ] [ l_g_mssim: 1.1012e-03 ] [ l_g_gan: 4.5539e+00 ] [ l_g_total: 4.5550e+00 ] [ l_d_real: 2.0536e-06 ] [ out_d_real: 1.4812e+01 ] [ l_d_fake: 1.6093e-06 ] [ out_d_fake: -1.5188e+01 ] [ l_d_total: 1.8315e-06 ] 
2025-07-10 17:52:28,418 INFO: [ epoch: 223 ] [ iter: 77,000 ] [ performance: 2.614 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 23:34:47 ] [ l_g_mssim: 1.2973e-03 ] [ l_g_gan: 4.7355e+00 ] [ l_g_total: 4.7368e+00 ] [ l_d_real: 6.8916e-07 ] [ out_d_real: 1.4625e+01 ] [ l_d_fake: 1.7881e-07 ] [ out_d_fake: -1.5812e+01 ] [ l_d_total: 4.3399e-07 ] 
2025-07-10 17:53:11,329 INFO: [ epoch: 224 ] [ iter: 77,100 ] [ performance: 2.331 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 23:25:06 ] [ l_g_mssim: 1.1086e-03 ] [ l_g_gan: 5.5477e+00 ] [ l_g_total: 5.5488e+00 ] [ l_d_real: 1.6540e-08 ] [ out_d_real: 1.8375e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.8500e+01 ] [ l_d_total: 8.2701e-09 ] 
2025-07-10 17:53:52,877 INFO: [ epoch: 224 ] [ iter: 77,200 ] [ performance: 2.370 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 23:12:23 ] [ l_g_mssim: 5.0421e-04 ] [ l_g_gan: 7.0289e+00 ] [ l_g_total: 7.0294e+00 ] [ l_d_real: 6.0651e-09 ] [ out_d_real: 1.9875e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.3375e+01 ] [ l_d_total: 3.0325e-09 ] 
2025-07-10 17:54:29,215 INFO: [ epoch: 224 ] [ iter: 77,300 ] [ performance: 2.809 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 22:46:38 ] [ l_g_mssim: 8.5993e-04 ] [ l_g_gan: 7.0406e+00 ] [ l_g_total: 7.0415e+00 ] [ l_d_real: 9.3997e-11 ] [ out_d_real: 2.4750e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.3500e+01 ] [ l_d_total: 4.6998e-11 ] 
2025-07-10 17:55:11,333 INFO: [ epoch: 225 ] [ iter: 77,400 ] [ performance: 2.561 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 22:37:57 ] [ l_g_mssim: 2.3748e-03 ] [ l_g_gan: 5.8266e+00 ] [ l_g_total: 5.8289e+00 ] [ l_d_real: 1.1785e-06 ] [ out_d_real: 1.5062e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.9375e+01 ] [ l_d_total: 5.8923e-07 ] 
2025-07-10 17:55:51,523 INFO: [ epoch: 225 ] [ iter: 77,500 ] [ performance: 2.486 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 22:25:07 ] [ l_g_mssim: 1.3803e-03 ] [ l_g_gan: 5.8688e+00 ] [ l_g_total: 5.8701e+00 ] [ l_d_real: 1.3382e-07 ] [ out_d_real: 1.6375e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.9500e+01 ] [ l_d_total: 6.6912e-08 ] 
2025-07-10 17:56:29,356 INFO: [ epoch: 225 ] [ iter: 77,600 ] [ performance: 2.567 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 22:07:35 ] [ l_g_mssim: 2.7131e-03 ] [ l_g_gan: 4.7871e+00 ] [ l_g_total: 4.7898e+00 ] [ l_d_real: 8.2483e-08 ] [ out_d_real: 1.6625e+01 ] [ l_d_fake: 1.0967e-05 ] [ out_d_fake: -1.5938e+01 ] [ l_d_total: 5.5249e-06 ] 
2025-07-10 17:57:06,199 INFO: [ epoch: 225 ] [ iter: 77,700 ] [ performance: 2.719 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:49:01 ] [ l_g_mssim: 1.5214e-03 ] [ l_g_gan: 5.4809e+00 ] [ l_g_total: 5.4824e+00 ] [ l_d_real: 2.9482e-05 ] [ out_d_real: 1.2125e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.8250e+01 ] [ l_d_total: 1.4741e-05 ] 
2025-07-10 17:57:49,448 INFO: [ epoch: 226 ] [ iter: 77,800 ] [ performance: 2.485 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:45:57 ] [ l_g_mssim: 1.1585e-03 ] [ l_g_gan: 3.6914e+00 ] [ l_g_total: 3.6926e+00 ] [ l_d_real: 2.3627e-06 ] [ out_d_real: 1.3688e+01 ] [ l_d_fake: 4.7684e-06 ] [ out_d_fake: -1.2312e+01 ] [ l_d_total: 3.5655e-06 ] 
2025-07-10 17:58:27,266 INFO: [ epoch: 226 ] [ iter: 77,900 ] [ performance: 2.705 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:31:25 ] [ l_g_mssim: 7.1878e-04 ] [ l_g_gan: 4.1191e+00 ] [ l_g_total: 4.1199e+00 ] [ l_d_real: 2.7675e-07 ] [ out_d_real: 1.5625e+01 ] [ l_d_fake: 1.1325e-06 ] [ out_d_fake: -1.3750e+01 ] [ l_d_total: 7.0462e-07 ] 
2025-07-10 17:59:08,065 INFO: [ epoch: 226 ] [ iter: 78,000 ] [ performance: 2.562 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:23:58 ] [ l_g_mssim: 9.5950e-04 ] [ l_g_gan: 4.2340e+00 ] [ l_g_total: 4.2349e+00 ] [ l_d_real: 1.2941e-06 ] [ out_d_real: 1.4375e+01 ] [ l_d_fake: 1.8477e-06 ] [ out_d_fake: -1.4125e+01 ] [ l_d_total: 1.5709e-06 ] 
2025-07-10 17:59:49,109 INFO: [ epoch: 227 ] [ iter: 78,100 ] [ performance: 2.273 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:17:28 ] [ l_g_mssim: 9.2087e-04 ] [ l_g_gan: 4.3547e+00 ] [ l_g_total: 4.3556e+00 ] [ l_d_real: 6.8374e-06 ] [ out_d_real: 1.2125e+01 ] [ l_d_fake: 6.5565e-07 ] [ out_d_fake: -1.4500e+01 ] [ l_d_total: 3.7465e-06 ] 
2025-07-10 18:00:28,565 INFO: [ epoch: 227 ] [ iter: 78,200 ] [ performance: 2.407 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:08:14 ] [ l_g_mssim: 9.0716e-04 ] [ l_g_gan: 5.2699e+00 ] [ l_g_total: 5.2708e+00 ] [ l_d_real: 2.2309e-06 ] [ out_d_real: 1.3500e+01 ] [ l_d_fake: 5.9605e-08 ] [ out_d_fake: -1.7625e+01 ] [ l_d_total: 1.1452e-06 ] 
2025-07-10 18:01:08,450 INFO: [ epoch: 227 ] [ iter: 78,300 ] [ performance: 2.533 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 21:00:20 ] [ l_g_mssim: 1.1372e-03 ] [ l_g_gan: 5.2969e+00 ] [ l_g_total: 5.2980e+00 ] [ l_d_real: 5.0134e-06 ] [ out_d_real: 1.2812e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.7625e+01 ] [ l_d_total: 2.5067e-06 ] 
2025-07-10 18:01:46,860 INFO: [ epoch: 227 ] [ iter: 78,400 ] [ performance: 2.571 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:50:10 ] [ l_g_mssim: 8.2309e-04 ] [ l_g_gan: 5.5875e+00 ] [ l_g_total: 5.5883e+00 ] [ l_d_real: 8.4872e-08 ] [ out_d_real: 1.6500e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.8625e+01 ] [ l_d_total: 4.2436e-08 ] 
2025-07-10 18:02:32,397 INFO: [ epoch: 228 ] [ iter: 78,500 ] [ performance: 2.505 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:53:10 ] [ l_g_mssim: 1.6697e-03 ] [ l_g_gan: 6.7641e+00 ] [ l_g_total: 6.7657e+00 ] [ l_d_real: 3.5481e-06 ] [ out_d_real: 1.5438e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.2500e+01 ] [ l_d_total: 1.7741e-06 ] 
2025-07-10 18:03:12,184 INFO: [ epoch: 228 ] [ iter: 78,600 ] [ performance: 2.510 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:46:03 ] [ l_g_mssim: 4.1081e-04 ] [ l_g_gan: 5.0320e+00 ] [ l_g_total: 5.0324e+00 ] [ l_d_real: 4.5902e-07 ] [ out_d_real: 1.4875e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -1.6750e+01 ] [ l_d_total: 2.2951e-07 ] 
2025-07-10 18:03:50,024 INFO: [ epoch: 228 ] [ iter: 78,700 ] [ performance: 2.590 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:36:02 ] [ l_g_mssim: 1.2669e-03 ] [ l_g_gan: 3.9410e+00 ] [ l_g_total: 3.9423e+00 ] [ l_d_real: 1.2247e-06 ] [ out_d_real: 1.4375e+01 ] [ l_d_fake: 5.2154e-05 ] [ out_d_fake: -1.3125e+01 ] [ l_d_total: 2.6689e-05 ] 
2025-07-10 18:04:34,785 INFO: [ epoch: 229 ] [ iter: 78,800 ] [ performance: 2.381 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:37:48 ] [ l_g_mssim: 1.1338e-03 ] [ l_g_gan: 3.9633e+00 ] [ l_g_total: 3.9644e+00 ] [ l_d_real: 6.1587e-06 ] [ out_d_real: 1.3312e+01 ] [ l_d_fake: 1.0312e-05 ] [ out_d_fake: -1.3188e+01 ] [ l_d_total: 8.2352e-06 ] 
2025-07-10 18:05:13,791 INFO: [ epoch: 229 ] [ iter: 78,900 ] [ performance: 2.526 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:30:17 ] [ l_g_mssim: 3.6886e-04 ] [ l_g_gan: 6.6023e+00 ] [ l_g_total: 6.6027e+00 ] [ l_d_real: 4.0127e-09 ] [ out_d_real: 1.9750e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.2000e+01 ] [ l_d_total: 2.0064e-09 ] 
2025-07-10 18:05:53,649 INFO: [ epoch: 229 ] [ iter: 79,000 ] [ performance: 2.517 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:24:26 ] [ l_g_mssim: 7.4047e-04 ] [ l_g_gan: 7.8492e+00 ] [ l_g_total: 7.8500e+00 ] [ l_d_real: 1.7062e-09 ] [ out_d_real: 2.2750e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.6125e+01 ] [ l_d_total: 8.5311e-10 ] 
2025-07-10 18:06:37,697 INFO: [ epoch: 230 ] [ iter: 79,100 ] [ performance: 2.333 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:25:10 ] [ l_g_mssim: 1.3041e-03 ] [ l_g_gan: 7.7250e+00 ] [ l_g_total: 7.7263e+00 ] [ l_d_real: 5.3798e-10 ] [ out_d_real: 2.2750e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.5750e+01 ] [ l_d_total: 2.6899e-10 ] 
2025-07-10 18:07:14,733 INFO: [ epoch: 230 ] [ iter: 79,200 ] [ performance: 2.524 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:15:30 ] [ l_g_mssim: 1.2032e-03 ] [ l_g_gan: 7.6242e+00 ] [ l_g_total: 7.6254e+00 ] [ l_d_real: 1.0256e-10 ] [ out_d_real: 2.3875e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.5375e+01 ] [ l_d_total: 5.1278e-11 ] 
2025-07-10 18:07:57,397 INFO: [ epoch: 230 ] [ iter: 79,300 ] [ performance: 2.332 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:14:21 ] [ l_g_mssim: 1.0940e-03 ] [ l_g_gan: 7.9758e+00 ] [ l_g_total: 7.9769e+00 ] [ l_d_real: 4.7337e-11 ] [ out_d_real: 2.4625e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.6625e+01 ] [ l_d_total: 2.3669e-11 ] 
2025-07-10 18:09:02,938 INFO: [ epoch: 230 ] [ iter: 79,400 ] [ performance: 1.801 it/s ] [ lr: 1.00e-05 ] [ eta: 1 day, 20:45:20 ] [ l_g_mssim: 8.1392e-04 ] [ l_g_gan: 8.1844e+00 ] [ l_g_total: 8.1852e+00 ] [ l_d_real: 1.4510e-10 ] [ out_d_real: 2.5000e+01 ] [ l_d_fake: 0.0000e+00 ] [ out_d_fake: -2.7250e+01 ] [ l_d_total: 7.2549e-11 ] 
2025-07-10 18:09:09,963 INFO: [1;32mInterrupted, saving latest models.[0m
